"Publish Date","Creation Date","Title","Status","Label Color","Label Name","Project Types","Project Owner","Description","Tags","Marketing Campaign","Link"
"28/03/2025","25/03/2025","Veteran Family Summit 2025 - Post-event summary - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6908480"
"28/03/2025","23/04/2025","Veteran Family Summit 2025 - Post-event summary - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7027239"
"28/03/2025","25/03/2025","Veteran Family Summit 2025 - Post-event summary - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6908909"
"28/03/2025","23/04/2025","Veteran Family Summit 2025 - Post-event summary - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7027235"
"28/03/2025","28/01/2025","Veteran Family Summit summary - web, email, social","Not Started","FF0000","ONLY PUBLISH THIS","Resource (KMb, Imp, etc.)","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6756000"
"27/03/2025","11/02/2025","Unmet needs social reminder","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6790031"
"27/03/2025","26/03/2025","MBTM Ep 28 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6914236"
"27/03/2025","26/03/2025","MBTM Ep 28 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6914275"
"26/03/2025","21/03/2025","What is peer support? social series","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","MMC, Krystle","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6893682"
"24/03/2025","06/03/2025","End-of-year survey: Reminder","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","Krystle","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6846112"
"24/03/2025","25/02/2025","End-of-year-survey reminder","Not Started","21FF00","PUBLISH ANYTHING","Other","Tactical Squad","","Krystle, Operations","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6818798"
"24/03/2025","21/03/2025","REMINDER annual Atlas satisfaction survey 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6894526"
"24/03/2025","21/03/2025","REMINDER annual Atlas satisfaction survey 2025 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6894204"
"19/03/2025","11/02/2025","Thriving after service social reminder","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6790030"
"18/03/2025","28/01/2025","Peer support intro carousel","Not Started","FFE900","TENTATIVE HOLD","Social post","Tactical Squad","Precursor social to PSCN Guidelines launch","Krystle, Lori-Anne","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6756006"
"13/03/2025","11/02/2025","Transition study reminder","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6789965"
"13/03/2025","13/03/2025","SP Needs assessment reminder - FR - Custom","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6865134"
"13/03/2025","13/03/2025","SP Needs assessment reminder - EN - Custom","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6865063"
"12/03/2025","24/02/2025","SP needs assessment final reminder","Placeholder","21FF00","PUBLISH ANYTHING","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6815749"
"11/03/2025","10/03/2025","SP Needs assessment - New SPT contacts - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6855572"
"11/03/2025","10/03/2025","VAC Women's Forum social post","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6854580"
"10/03/2025","24/02/2025","End-of-year-survey","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6816639"
"10/03/2025","06/03/2025","Annual Atlas satisfaction survey 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6844871"
"10/03/2025","06/03/2025","Annual Atlas satisfaction survey 2025 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6844872"
"08/03/2025","25/02/2025","International Women's Day","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6818526"
"07/03/2025","26/02/2025","MBTM Ep 27 + Perspectives - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6822018"
"07/03/2025","26/02/2025","MBTM Ep 27 + Perspectives - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6822017"
"07/03/2025","24/02/2025","Podcast + blog email","Placeholder","FFE900","TENTATIVE HOLD","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6815754"
"07/03/2025","25/02/2025","Atlas Navigator","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6818527"
"06/03/2025","04/03/2025","Atlas Navigator - Issue 9 - March 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6838891"
"06/03/2025","04/03/2025","Atlas Navigator - Issue 9 - March 2025 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6838186"
"06/03/2025","24/02/2025","SP needs assessment reminder","Placeholder","21FF00","PUBLISH ANYTHING","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6815732"
"06/03/2025","05/12/2024","Atlas Navigator","Placeholder","FFAA00","MMC","Newsletter","Tactical Squad","","MMC, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6674593"
"06/03/2025","03/03/2025","SP Needs assessment reminder - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6836395"
"06/03/2025","03/03/2025","SP Needs assessment reminder - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6836394"
"04/03/2025","24/02/2025","Update your preferences survey","Placeholder","FFE900","TENTATIVE HOLD","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6815756"
"28/02/2025","27/02/2025","Veteran Family Summit: Recordings are live","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","Flexible","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6824628"
"27/02/2025","07/02/2025","Unmet needs promo","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6782466"
"26/02/2025","29/01/2025","MHCP SP email","Not Started","21FF00","PUBLISH ANYTHING","Eblast","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6758551"
"25/02/2025","24/02/2025","ECHO for life social post","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6814960"
"24/02/2025","24/02/2025","SP Needs assessment - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6815041"
"24/02/2025","24/02/2025","SP Needs assessment - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6815207"
"24/02/2025","10/12/2024","Service Provider Needs Assessment Launch","Not Started","FFE900","TENTATIVE HOLD","Event","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6681121"
"20/02/2025","07/02/2025","Thriving after service promo","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6782464"
"18/02/2025","14/02/2025","Veteran Family Summit 2025 - Post-event registration - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6796347"
"18/02/2025","14/02/2025","Veteran Family Summit 2025 - Post-event registration - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6796344"
"18/02/2025","14/01/2025","Veteran Family Summit - post event registration","Placeholder","FFE900","TENTATIVE HOLD","Mailchimp","Tactical Squad","","Lived Experience, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6727641"
"13/02/2025","07/02/2025","Transition study promo","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6782465"
"11/02/2025","06/02/2025","CTE Awareness Month","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Meg, Commemoration","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6779275"
"10/02/2025","06/02/2025","Meeting with Ukranian stakeholders","Placeholder","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6779211"
"10/02/2025","29/01/2025","MHCP recruitment launch","Not Started","21FF00","PUBLISH ANYTHING","Website content","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6758548"
"07/02/2025","06/02/2025","Atlas Navigator","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6778277"
"06/02/2025","04/02/2025","Atlas Navigator - Issue 8 - February 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6774391"
"06/02/2025","04/02/2025","Atlas Navigator - Issue 8 - February 2025 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6773512"
"06/02/2025","07/11/2024","Atlas Navigator","Placeholder","FFAA00","MMC","Newsletter","Tactical Squad","","MMC, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6635478"
"04/02/2025","03/02/2025","Veteran Family Summit - post event social","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Meg, Lived Experience","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6770760"
"31/01/2025","27/01/2025","Veteran Family Summit recap","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6752963"
"29/01/2025","27/01/2025","Warrior Care Conference Social Promo","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6753123"
"28/01/2025","20/01/2025","Warrior Care Conference Social","Not Started","FFE900","TENTATIVE HOLD","Social post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6740292"
"27/01/2025","27/01/2025","In memorandum: RCN","Not Started","FF0000","ONLY PUBLISH THIS","Social Campaign","Tactical Squad","Hold rest of social out of respect","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6752959"
"23/01/2025","02/12/2024","Podcast + blog promo","Not Started","21FF00","PUBLISH ANYTHING","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6669539"
"23/01/2025","20/01/2025","MBTM Ep 26 + Perspectives - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6740383"
"23/01/2025","20/01/2025","MBTM Ep 26 + Perspectives - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6740028"
"22/01/2025","27/11/2024","Bell Let's Talk","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6664074"
"21/01/2025","06/11/2024","Thriving after service launch","Not Started","FF0000","ONLY PUBLISH THIS","Social post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6633251"
"20/01/2025","06/12/2024","Veteran Family Summit: Final registration reminder","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Meg, Lived Experience","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6676634"
"20/01/2025","16/01/2025","PTSD TDA RFP promo","Not Started","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","Krystle, Knowledge Mobilization","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6731885"
"15/01/2025","06/12/2024","Veteran Family Summit: One week reminder","Placeholder","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6676623"
"15/01/2025","06/12/2024","Veteran Family Summit: One week reminder","Placeholder","FF0000","ONLY PUBLISH THIS","Social Campaign","Tactical Squad","","Lived Experience, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6676620"
